Term	es	nes	pval	fdr	geneset_size	matched_size	genes	ledge_genes
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.4728950374605466	3.4252939169296064	0.004282655246252677	0.0896727236819314	104	101	GTF2A2;XPO1;NUP133;NCBP2;NUP210;NUPL1;VPS37B;VPS28;RANGAP1;NUP43;NUP88;TSG101;TAF11;SUPT4H1;SSRP1;TCEB2;VPS37C;RANBP2;TAF4;RANBP1;NUPL2;POLR2D;NUP37;TAF6;TCEB1P3;TAF12;POM121;RNGTT;TAF9;NUP54;ELL;NUP155;NUP50;NUP62;CCNH;CCNT1;NMT2;GTF2H2;RAN;CTDP1;POLR2C;POLR2J;AAAS;CDK7;RPS27A;RCC1;UBA52;RAE1;ERCC2;GTF2F1;MNAT1;RNMT;WHSC2;NCBP1;CDK9;GTF2H2B;TCEB3;RDBP;ERCC3;POLR2L;GTF2A1;NUP188;POLR2F;SUPT16H;POLR2G;VPS37A;TCEA1;TAF1;NUP214;TPR;NMT1;TCEB1;TAF5;NUP107;TBP;POLR2H;COBRA1;POLR2A;TAF10;NUP85;SUPT5H;POLR2E;TAF4B;GTF2E2;NUP205;NUP35;GTF2H1;POLR2B;GTF2H4;GTF2H3;POLR2I;GTF2B;TH1L;GTF2F2;CCNT2;GTF2E1;POLR2K;VPS37D;NUP153;NUP93;SEH1L	GTF2A2;XPO1;NUP133;NCBP2;NUP210;NUPL1;VPS37B;VPS28;RANGAP1;NUP43;NUP88;TSG101;TAF11;SUPT4H1;SSRP1;TCEB2;VPS37C;RANBP2;TAF4;RANBP1;NUPL2;POLR2D;NUP37;TAF6;TCEB1P3;TAF12;POM121;RNGTT;TAF9;NUP54;ELL;NUP155;NUP50;NUP62;CCNH;CCNT1
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.5277715888986527	3.4184955282636773	0.011853448275862068	0.09001854190458129	27	26	CCT3;FBXW5;FBXL5;FBXW4;TCP1;FBXL3;CCT6A;CCT8;FKBP9;KIF13A;KIFC3;CCT2;CCT4;AP3M1;FBXW2;NOP56;FBXW7;XRN2;SPHK1;FBXO6;LONP2;USP11;CCT5;CCT7;ARFGEF2;FBXO4	CCT3;FBXW5;FBXL5;FBXW4;TCP1;FBXL3;CCT6A;CCT8;FKBP9;KIF13A;KIFC3
BIOCARTA_TFF_PATHWAY	0.5768943763338571	3.4228528411403136	0.009473684210526316	0.0900477700512875	21	21	GRB2;AKT1;RHOA;SHC1;PTK2;HRAS;SOS1;BAD;CTNNB1;CASP9;ITGB1;PIK3CA;CYCS;GH1;PIK3CG;APAF1;PIK3R1;MAPK3;EGFR;MAPK1;GHR	GRB2;AKT1;RHOA;SHC1;PTK2;HRAS;SOS1;BAD;CTNNB1;CASP9;ITGB1
NUCLEAR_ENVELOPE	0.5090503560525085	3.5364251634873045	0.002061855670103093	0.0900778879059747	73	71	XPO1;NUP133;RTN4;SCRN1;RANGAP1;LBR;NUP88;KPNB1;TMEM48;NPC1;SNUPN;IPO5;BNIP3;RANBP2;PARP1;EPC1;BNIP2;NUP54;BCL2;NUP50;NUP62;MATR3;IPO7;NUP98;KPNA1;PRICKLE1;SUMO1;MRPL19;PTGER3;POLA1;CBX5;AAAS;SENP2;RAE1;TMPO;BNIP3L;NUTF2;EIF5A;SP140;TRIM27;NUP160;RETSAT;GUCY2F;NRM;CENPF;SREBF1;ATF6;NUP214;FAM156A;GLE1;TPR;KPNA3;PSEN1;PSEN2;MYO6;NUP107;BNIP1;LEMD3;XPO7;WTAP;NXT1;AGFG1;DHCR7;NARF;EMD;GUCY2D;HTATIP2;LMNB1;DDX19B;GNAZ;NUP153	XPO1;NUP133;RTN4;SCRN1;RANGAP1;LBR;NUP88;KPNB1;TMEM48;NPC1;SNUPN;IPO5;BNIP3;RANBP2;PARP1;EPC1;BNIP2;NUP54;BCL2;NUP50;NUP62;MATR3;IPO7;NUP98;KPNA1;PRICKLE1;SUMO1;MRPL19;PTGER3;POLA1;CBX5;AAAS
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.46906473605262033	3.4196568101072033	0.0021691973969631237	0.09010727008275243	84	81	KHSRP;PSMB5;PSMA7;PSMC6;XPO1;YWHAZ;PABPC1;PSMA5;PSMD6;ANP32A;EXOSC6;HSPA8;PSME4;PSMC3;AKT1;PSMD10;HNRNPD;XRN1;MAPK11;PSMA1;EXOSC3;EXOSC5;PSMB2;PARN;DCP1A;PSMD12;PSMD11;EXOSC7;TNFSF13;RPS27A;PSMC2;EXOSC1;PSMB8;PSME2;PSMB10;UBA52;PSMD5;PSMD3;TNPO1;PSMD13;ELAVL1;EIF4G1;PSMF1;PSMB4;PSMB6;PSMD8;PSMB3;HSPA1B;PSMB9;PSMD4;EXOSC2;NUP214;PSMD9;PSMC1;PSME1;PSMB7;PSMD14;EXOSC4;PSMA2;PRKCD;PSMD1;PRKCA;MAPK14;EXOSC8;PSMD7;PSMA3;PSMD2;PSMA8;PSMC4;HSPB1;PSMB1;DIS3;DCP2;PSMA6;PSMC5;YWHAB;PSMA4;ZFP36L1;ZFP36;MAPKAPK2;EXOSC9	KHSRP;PSMB5;PSMA7;PSMC6;XPO1;YWHAZ;PABPC1;PSMA5;PSMD6;ANP32A;EXOSC6;HSPA8;PSME4;PSMC3;AKT1;PSMD10;HNRNPD;XRN1;MAPK11;PSMA1;EXOSC3
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.6043135898917824	3.425352223792077	0.005154639175257732	0.09032084012314139	15	15	LIG1;PCNA;RPA2;POLD2;RPA3;POLA1;POLA2;FEN1;POLD1;POLD4;PRIM1;PRIM2;RPA1;DNA2;POLD3	LIG1;PCNA;RPA2;POLD2;RPA3
MRNA_METABOLIC_PROCESS	0.5406381010620662	3.5188375963170984	0.0020181634712411706	0.09035912181920558	84	66	TRA2A;CPSF1;SFPQ;NONO;KHSRP;DHX15;LSM1;UPF2;SMG6;PABPC1;SNRPD1;SMG1;PAIP1;LSM3;HNRNPA0;SRPK2;SMG5;SF1;SNRPD2;SPOP;RNGTT;CPSF3;CRNKL1;NUDT21;SF3B3;SNW1;HNRNPR;CWC15;AUH;GEMIN8;GSPT1;CSTF3;SLU7;SF3A3;PHF5A;PRPF31;SLBP;RNMT;NCBP1;PRPF18;LSM5;EFTUD2;TXNL4A;HSPA1B;GEMIN5;SRPK1;USP39;GEMIN7;GEMIN6;SMNDC1;GRSF1;CPSF6;PPARGC1A;DHX38;DDX20;SF3A1;SF3A2;KHDRBS1;ELAVL4;SMG7;CSTF1;KIN;PTBP1;SSB;CSTF2;ZFP36	TRA2A;CPSF1;SFPQ;NONO;KHSRP;DHX15;LSM1;UPF2;SMG6;PABPC1;SNRPD1;SMG1;PAIP1;LSM3;HNRNPA0;SRPK2;SMG5;SF1;SNRPD2;SPOP;RNGTT;CPSF3;CRNKL1;NUDT21;SF3B3;SNW1;HNRNPR;CWC15;AUH;GEMIN8;GSPT1;CSTF3;SLU7
KEGG_P53_SIGNALING_PATHWAY	0.41241166300000265	3.4159509759580304	0.004439511653718091	0.09046074926953221	69	65	SESN1;SESN3;CCNG1;CHEK2;ATR;SIAH1;PERP;TP53I3;RFWD2;RRM2B;MDM4;TNFRSF10B;CCNE2;CCND3;ZMAT3;BBC3;CASP8;CD82;CHEK1;CASP9;SHISA5;CDK6;RCHY1;PTEN;SERPINB5;CDKN2A;CASP3;CCND1;IGF1;TP53;GADD45B;RRM2;DDB2;BID;RPRM;SERPINE1;CDK4;CYCS;GTSE1;TP73;THBS1;APAF1;CCNG2;CCNB1;MDM2;GADD45A;PPM1D;CCNB3;FAS;BAI1;STEAP3;IGFBP3;SESN2;CCNB2;SFN;PMAIP1;ATM;GADD45G;CCNE1;BAX;CDK2;TSC2;CCND2;EI24;CDKN1A	SESN1;SESN3;CCNG1;CHEK2;ATR;SIAH1;PERP;TP53I3;RFWD2;RRM2B;MDM4;TNFRSF10B;CCNE2;CCND3;ZMAT3;BBC3;CASP8;CD82;CHEK1
MACROMOLECULE_BIOSYNTHETIC_PROCESS	0.3721529582951698	3.385501439229623	0.0054466230936819175	0.09048168312618994	321	315	UGDH;MRPL3;COPS5;RPS27;SERP1;DPM1;RPL30;KARS;TSPAN8;ALG8;RPL8;EIF3G;GHRL;TSTA3;RPL4;RPL39;PIGS;RPL18;EIF3E;PIGH;EIF4G2;YARS;RRBP1;EIF3D;MRPS24;EIF3H;TNIP1;HRSP12;MRPL51;RPL22;RPS5;TLR6;GLMN;RPL7;GYG2;DHPS;RPL18A;MTIF3;DPM2;DPM3;MTIF2;CSGALNACT1;PAIP1;SEPSECS;IL17F;EIF3C;RPL29;ALG5;RPS17;EIF2S3;RPL7A;FARSB;SIGIRR;RPS3;RPL9;AARS;NECAB3;PGGT1B;IL27;SFTPD;CHST13;PABPC4;GMDS;POMGNT1;ALG12;MAGT1;RPL26;EIF2B4;RPL24;LTB;RPS19;RPL13;MRPL55;RPS10;RPL23A;RPL19;WARS;GCNT4;EIF2B1;CD28;PMM2;APBB1;RPL5;ATF4;GALNT1;A4GNT;PIGA;EEF1A1;RPS4Y1;STT3A;AIPL1;KEL;COG7;EIF1AX;ETF1;RPS9;RPL15;RPN1;PIGT;INHBA;STT3B;MTRF1;MRPL41;EIF3J;FOXP3;TSC1;ALG6;IL17A;COG3;DARS;EIF2AK1;NACA;CHST11;RPL14;TLR4;EIF3A;PIGO;FUT5;LIPA;PIGY;RPL41;MGAT4A;FUT4;BCL10;B4GALT1;ALK;FUT7;GYPC;PAIP2B;SDF2;TLR3;CHM;ACN9;EIF2B3;GLCE;PIGK;MRPS7;PAIP2;RPL35;ST8SIA3;PIGF;EIF4B;GALNT2;RPS2;B3GALNT1;EXT1;PIGG;EIF5A;ALG1;IL12B;CHST6;APOA1;CHST12;DYRK2;FUT10;RPL3;CHST9;TLR8;LIPC;TUSC3;EIF3I;FURIN;PIGC;GALNT5;PRG3;MGAT4B;GAL3ST1;HAS1;TM4SF4;B3GALT5;RPL38;FUT6;KRT7;FUT8;FUT2;NANP;MAST2;EXT2;ALG2;IL10;RPL37;XYLT1;LRP2;TLR1;GCNT1;UPF1;ALAS2;NLRP12;FUT9;PTPRC;TM4SF5;CHST3;RPS11;APOA2;INHA;GYS2;EIF3B;RPL34;RPL21;HBS1L;CD276;MARS2;COG2;B3GNT5;SARS2;EIF4A2;EIF2AK3;TUFM;TLR9;MAN1C1;IL9;LARGE;GCK;GPAA1;B4GALT7;TRAK1;MPDU1;GHSR;PFKFB1;EIF4H;ASMT;HS3ST3B1;RPL6;SPN;SLC25A10;PIGU;EIF4G3;B3GALT2;RARS;B3GNT8;INHBB;GALNT6;SAMD4A;B3GALT6;IL18;PIGZ;AZU1;EBI3;ATG7;FARS2;UAP1;TSPAN7;MRPL52;NOD1;RPS6KB2;METAP1;HSPB1;EIF5;TLR7;RPL28;EIF2C1;RPL3L;IL29;TNFRSF8;IL6;CEBPG;LALBA;POMT1;EREG;MAN1A2;PPARGC1A;ST8SIA4;DAZ1;DPH1;NDST1;EIF3F;ABCF1;EIF1B;RPL27A;MRPL10;MRPL23;GALNT7;BOLL;EIF2B2;DDX25;RPS12;DAZL;B3GALT4;FNTB;IGF2BP2;LDLR;FNTA;IRF4;EIF2B5;RPS3A;EIF2A;PIGV;GCNT2;DOLPP1;EIF4A3;CHST8;EIF1;POFUT1;GCNT3;PIGB;FUT1;HS6ST1;CSGALNACT2;CD37;EIF2AK4;RPL31;NDUFA13;OGT;BCL3;HS3ST5;TRNAU1AP;CHST7;TSFM;YBX2;EEF2K;RPL11;IL4;BACE2;ST8SIA2;B3GAT2	UGDH;MRPL3;COPS5;RPS27;SERP1;DPM1;RPL30;KARS;TSPAN8;ALG8;RPL8;EIF3G;GHRL;TSTA3;RPL4;RPL39;PIGS;RPL18;EIF3E;PIGH;EIF4G2;YARS;RRBP1;EIF3D;MRPS24;EIF3H;TNIP1;HRSP12;MRPL51;RPL22;RPS5;TLR6;GLMN;RPL7;GYG2;DHPS;RPL18A;MTIF3;DPM2;DPM3;MTIF2;CSGALNACT1;PAIP1;SEPSECS;IL17F;EIF3C;RPL29;ALG5;RPS17;EIF2S3;RPL7A;FARSB;SIGIRR;RPS3;RPL9;AARS;NECAB3;PGGT1B;IL27;SFTPD;CHST13;PABPC4;GMDS;POMGNT1;ALG12;MAGT1;RPL26;EIF2B4;RPL24;LTB;RPS19;RPL13;MRPL55;RPS10;RPL23A;RPL19;WARS;GCNT4;EIF2B1;CD28;PMM2;APBB1;RPL5;ATF4;GALNT1;A4GNT;PIGA;EEF1A1;RPS4Y1;STT3A
MICROSOME	0.4460169351142187	3.3900421407006034	0.011098779134295227	0.09051025415632012	42	40	STX2;VCP;TMED10;CYP39A1;HSPA13;GBA2;COPA;HSD17B3;SSR3;CYP3A4;POMGNT1;CYP2A6;SLC35B1;CYP2C19;ATP2A2;ERO1L;MGST2;CYP2C9;OAS3;HSD3B2;RDH16;HSD3B1;AADAC;HSP90B1;STX16;DHRS9;TMED2;APOB;CYP4A11;FMO3;PTGS1;LTC4S;DCT;STS;SLC9A6;CYP3A5;OAS2;MGST3;COMT;IRS1	STX2;VCP;TMED10;CYP39A1;HSPA13;GBA2;COPA;HSD17B3;SSR3;CYP3A4;POMGNT1
NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	0.37225575555639845	3.4294224511984694	0.003289473684210526	0.09052224973472309	151	149	GLO1;ANXA5;ASNS;BCL2A1;BECN1;TXNDC5;HBXIP;RTN4;GHRL;YWHAZ;ARHGDIA;DDAH2;GPX1;TAX1BP1;TRIAP1;SON;CD74;DHCR24;BCL2L1;BNIP3;NAIP;BCL2L10;GSK3B;RTKN;CBX4;NOL3;BARD1;IFI6;NME5;HMGB1;IER3;TNFRSF18;BNIP2;TNFRSF10D;DFFA;DAD1;BCL2;NUP62;TBX3;TPT1;CD28;ANGPTL4;TDGF1;NOTCH2;BRAF;MYO18A;MCL1;RELA;SOCS2;PRKCZ;SFRP1;CDKN2D;VEGFA;MIF;CRYAA;FAIM3;CASP3;AKT1S1;BCL10;BIRC3;SOD1;PAX7;CFL1;PPT1;SOCS3;SCG2;NFKB1;TIAF1;BAG4;BNIP3L;AVEN;SNCA;BAG1;HSPA9;FOXO1;ERCC5;NME2;HSPA1B;API5;CRYAB;CIDEA;SPHK1;PROK2;HSP90B1;KRT18;CD27;NUAK2;IL7;PSEN1;AATF;CIAPIN1;TNFAIP8;CLCF1;HDAC3;BNIP1;XIAP;IL2RB;TNFSF18;FAS;IL3;GDNF;SERPINB9;HRK;PRDX2;MAPK8;ALB;HDAC1;OPA1;ACVR1;ALOX12;HSPB1;ERC1;PROC;IL6;IL2;CDH13;PEA15;MPO;CD40LG;ANXA1;PIM1;TNFRSF6B;BFAR;BAX;BRE;GCLC;CFLAR;RNF7;GSTP1;AMIGO2;SEMA4D;CLN3;SH3GLB1;CCL2;ANXA4;IL1A;HTATIP2;PIK3R2;BIRC6;BIRC5;SERPINB2;HIPK3;BCL3;RASA1;TNF;NPM1;BCL2L2;IGF1R;IL4	GLO1;ANXA5;ASNS;BCL2A1;BECN1;TXNDC5;HBXIP;RTN4;GHRL;YWHAZ;ARHGDIA;DDAH2;GPX1;TAX1BP1;TRIAP1;SON;CD74;DHCR24;BCL2L1;BNIP3;NAIP;BCL2L10;GSK3B;RTKN;CBX4;NOL3;BARD1;IFI6;NME5;HMGB1;IER3;TNFRSF18;BNIP2;TNFRSF10D;DFFA;DAD1;BCL2;NUP62;TBX3;TPT1;CD28;ANGPTL4
RESPONSE_TO_OXIDATIVE_STRESS	0.5058702350962568	3.4200465245496416	0.006263048016701462	0.09056215674702266	46	45	SRXN1;APTX;ATOX1;NDUFA6;GLRX2;SOD2;NDUFA12;STK25;TXNRD2;DHCR24;SELS;CCL5;PDLIM1;NDUFS2;SEPP1;DUSP1;APOA4;DGKK;CYGB;SOD1;ERCC2;S100A7;ERCC8;ANGPTL7;ERCC3;ERCC1;PRDX5;SGK2;NDUFS8;OXSR1;PRDX6;PNKP;PRNP;PRDX2;ERCC6;GSS;MSRA;GCLM;NDUFB4;MPO;SCARA3;GCLC;RNF7;NUDT1;GPX3	SRXN1;APTX;ATOX1;NDUFA6;GLRX2;SOD2;NDUFA12;STK25;TXNRD2;DHCR24;SELS;CCL5;PDLIM1;NDUFS2;SEPP1;DUSP1;APOA4
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.5725951101521374	3.532966448487487	0.009857612267250822	0.09056906174800303	21	20	IDH1;CRAT;HACL1;ACOT8;PHYH;AMACR;ACAA1;ACOX3;SLC27A2;FAR1;SLC25A17;HSD17B4;GNPAT;CROT;ACOX2;FAR2;ABCD1;AGPS;SCP2;ACOX1	IDH1;CRAT;HACL1;ACOT8;PHYH;AMACR;ACAA1;ACOX3
PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	0.5151466477861213	3.3971557258376452	0.007291666666666667	0.09067966055940492	39	39	DPM1;PI4KB;IMPA1;PIGS;PIGH;AGPAT2;LPCAT1;DPM2;DPM3;PEMT;PIGA;PIGT;AGPAT1;SGMS2;PCYT2;PIGO;FADS1;PIGY;PCYT1B;LCAT;SGMS1;PIGK;PIGF;PIGG;APOA1;ETNK1;PIK3C2A;PIGC;PI4K2A;GPAA1;PIGU;PIGZ;PI4KA;DGKE;CD81;CHPT1;PIGV;PGS1;PIGB	DPM1;PI4KB;IMPA1;PIGS;PIGH;AGPAT2;LPCAT1;DPM2;DPM3;PEMT
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	0.5136653890464504	3.386237846358554	0.005393743257820928	0.09078467963869903	53	50	PSMB5;PSMA7;PSMC6;PABPC1;PSMA5;PSMD6;HSPA8;PSME4;PSMC3;PSMD10;HNRNPD;PSMA1;PSMB2;PSMD12;PSMD11;RPS27A;PSMC2;PSMB8;PSME2;PSMB10;UBA52;PSMD5;PSMD3;PSMD13;EIF4G1;PSMF1;PSMB4;PSMB6;PSMD8;PSMB3;HSPA1B;PSMB9;PSMD4;PSMD9;PSMC1;PSME1;PSMB7;PSMD14;PSMA2;PSMD1;PSMD7;PSMA3;PSMD2;PSMA8;PSMC4;HSPB1;PSMB1;PSMA6;PSMC5;PSMA4	PSMB5;PSMA7;PSMC6;PABPC1;PSMA5;PSMD6;HSPA8;PSME4;PSMC3;PSMD10;HNRNPD;PSMA1
NUCLEAR_LUMEN	0.3804477468210604	3.430483568480377	0.0010741138560687433	0.09080552774648905	387	374	CPSF1;TOP2B;TP53BP1;NCL;CCNO;NAP1L1;APTX;NOP14;CHEK2;XPO1;RPP40;MORF4L2;MED13;PPP1R9B;IMP3;UBTF;ILF2;ZNF350;ELL2;INTS6;NSUN2;HNRNPL;NOP10;HCLS1;MYBBP1A;NOL8;LRCH4;SETX;SNAPC4;RPS19BP1;ATXN3;HIPK2;EDF1;SYMPK;TAF11;HES6;SMARCD3;HDAC8;KRR1;DDX24;NHP2;DDX56;NFYB;INTS5;BNIP3;PARP1;TTF2;GTF3C3;MKI67IP;MED26;TAF4;SURF6;ATXN1;INTS2;POLR2D;GIT2;NOP2;CPSF3L;NOL3;TAF6;SMARCD2;MED16;TOP1;IFI16;SMARCC2;TDG;HDAC7;EPC1;NHP2L1;CIB1;NCOA6;MED1;TAF12;SHFM1;INTS7;CHMP1A;RBM39;HDAC2;TAF9;CPSF3;RPS19;NUP54;SMARCC1;OIP5;POLR3C;SMARCE1;COIL;EXOSC10;C15orf29;NUDT21;TEP1;DDX54;CCNT1;SRP68;POLR3K;MRE11A;DEDD;APPL2;HNRNPK;NAP1L2;CIRH1A;GTF3C1;NUP98;MCRS1;PNMA1;DEDD2;SLC29A2;MED14;INTS1;MED6;XRCC6;TFIP11;IVNS1ABP;MLL2;MED30;NAP1L4;MED4;WDR4;NFYA;RSF1;SMAD2;SLU7;U2AF1;POLR2J;POLA1;ZNF259;MPHOSPH10;RELA;SP100;CBX1;IMP4;GEMIN4;EXOSC1;TAF7;SDAD1;GLIS2;PRPF31;SUDS3;PHF12;MED23;LYAR;POP1;RRP9;C1orf124;NOM1;DNMT3A;CDKN2A;INTS9;GTF3C2;ASH2L;CHAF1A;HDAC4;TP53;FAM32A;ERCC2;MCM7;GTF2F1;CLOCK;SMARCA2;RBM14;POP7;GTF3C6;ASNA1;APPL1;ABL1;NUFIP1;RPL35;ERCC8;TOP2A;NCR1;JAZF1;INTS4;HDAC9;TOPORS;ACTB;NOL4;EED;NCBP1;DDX21;IKBKAP;VCX;FXR1;CDK9;DDX47;NXF3;LMO4;RPL3;SP140;HDAC5;NOP56;TRIM27;PNO1;NEK11;UTP20;MYO16;ERCC5;ERCC3;ARID1B;POLR2L;CHAF1B;ARID4A;ACTL6A;MED22;ZBTB16;PHF21A;FOXE3;ZNF43;GEMIN5;RPS7;XRN2;SMARCA5;ASF1A;KPNA2;CENPF;TAF1;HNRNPA1;NLRP5;NOL6;NKX2-1;PAX8;ATF6;SMC3;HDAC10;ZNF281;RRP1;GCM1;RBBP5;CDK8;FMR1;DNAJB9;POLR3G;GEMIN7;THAP2;GEMIN6;RTCD1;SMARCA4;POLR1E;MED21;POLQ;ZNF148;THRAP3;MED7;TAF2;RPP38;ELF4;TRRAP;NUAK2;NKX2-5;C19orf2;MDM2;SMUG1;SUZ12;ZNF638;NF2;CDKN2AIP;HDAC6;INTS12;OASL;GTF3C4;TAF5;HDAC3;MEN1;MED8;MYO6;TBP;PMF1;ELP2;SUB1;UTP3;TAF8;DKC1;ELP4;GNL3;GATAD2A;POLR3H;POLR2A;TAF10;UBE2I;WDHD1;ARID1A;SAP30;RPL36;TAF6L;FIGLA;TOPBP1;ERCC6;KLHL7;HDAC1;EMG1;PPARGC1B;ZNF274;PML;POLR2E;DDX11;OGG1;CPSF6;RPAIN;MED18;ZNF330;ARNTL;FOXF2;PHB;SAP18;NOC4L;PPARGC1A;RUVBL2;NARF;RBPJ;SPTBN1;GTF2H1;YEATS4;PPIG;INTS8;PTF1A;PITX2;ZNF506;HDAC11;CD3EAP;POLR2B;NR6A1;RPP30;POLI;GTF2H4;NPAS2;NOLC1;RPA1;RUVBL1;MPG;TSPYL2;ISG20;ZNF346;WRN;KIF20B;UTP18;ACTL6B;FOXF1;SMARCD1;LOC81691;POLH;SMARCB1;POLR1C;PRM2;INTS3;NFYC;FGF18;KIN;PTBP1;HMGA1;MED17;ING2;ANG;NDUFA13;SMAD4;RB1;NAP1L3;INTS10;SPTBN4;HIF1A;EZH2;MED12;PRM1;DYRK1A;TIMM50;EPAS1;REXO4;VCX3B;KAT5;TCOF1;MED11;NPM1;EXOSC9;RPL11;ELP3;GTF3C5	CPSF1;TOP2B;TP53BP1;NCL;CCNO;NAP1L1;APTX;NOP14;CHEK2;XPO1;RPP40;MORF4L2;MED13;PPP1R9B;IMP3;UBTF;ILF2;ZNF350;ELL2;INTS6;NSUN2;HNRNPL;NOP10;HCLS1;MYBBP1A;NOL8;LRCH4;SETX;SNAPC4;RPS19BP1;ATXN3;HIPK2;EDF1;SYMPK;TAF11;HES6;SMARCD3;HDAC8;KRR1;DDX24;NHP2;DDX56;NFYB;INTS5;BNIP3;PARP1;TTF2;GTF3C3;MKI67IP;MED26;TAF4;SURF6;ATXN1;INTS2;POLR2D;GIT2;NOP2;CPSF3L;NOL3;TAF6;SMARCD2;MED16;TOP1;IFI16;SMARCC2;TDG;HDAC7;EPC1;NHP2L1;CIB1;NCOA6;MED1;TAF12;SHFM1;INTS7;CHMP1A;RBM39;HDAC2;TAF9;CPSF3;RPS19;NUP54;SMARCC1;OIP5;POLR3C;SMARCE1;COIL;EXOSC10;C15orf29;NUDT21;TEP1;DDX54;CCNT1;SRP68;POLR3K;MRE11A;DEDD;APPL2;HNRNPK;NAP1L2;CIRH1A;GTF3C1;NUP98;MCRS1;PNMA1;DEDD2;SLC29A2;MED14;INTS1;MED6;XRCC6;TFIP11;IVNS1ABP;MLL2;MED30;NAP1L4;MED4;WDR4;NFYA;RSF1;SMAD2;SLU7;U2AF1
OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	0.42529876187467114	3.4256633896584794	0.0021253985122210413	0.09082953372942962	64	63	UGDH;IMPDH2;IDH3B;BDH1;IDH3G;TSTA3;IMPDH1;IDH1;HADHA;RDH11;HSD17B10;LDHB;HADHB;ADH6;DHRS2;AKR7A2;tAKR;HSD17B7;ME3;RDH12;MIOX;ME1;AKR1B1;ADH7;GPD1;RDH5;ADH1B;ALDH3A1;MDH1;HADH;HSD17B14;L2HGDH;HSD3B2;PHGDH;RDH16;HSD3B1;AKR1C3;HAO2;GPD2;HSD17B4;RDH10;AKR7A3;DHRS9;RDH8;LDHA;EHHADH;AKR1C4;NSDHL;HAO1;LDHC;BDH2;GRHPR;ME2;CBR1;AKR1A1;CBR3;ADH4;SPR;AKR1B10;HPGD;AKR1C1;H6PD;D2HGDH	UGDH;IMPDH2;IDH3B;BDH1;IDH3G;TSTA3;IMPDH1;IDH1;HADHA;RDH11;HSD17B10;LDHB;HADHB;ADH6;DHRS2
NUCLEAR_MEMBRANE	0.5195209944466075	3.499237755013318	0.003134796238244514	0.09090293133244332	50	50	NUP133;SCRN1;RANGAP1;LBR;NUP88;KPNB1;TMEM48;SNUPN;IPO5;RANBP2;EPC1;NUP54;BCL2;NUP50;NUP62;MATR3;IPO7;NUP98;KPNA1;PRICKLE1;SUMO1;MRPL19;AAAS;SENP2;RAE1;NUTF2;EIF5A;TRIM27;NUP160;RETSAT;GUCY2F;NUP214;GLE1;TPR;KPNA3;PSEN1;PSEN2;MYO6;NUP107;LEMD3;XPO7;WTAP;NXT1;AGFG1;DHCR7;NARF;GUCY2D;LMNB1;DDX19B;NUP153	NUP133;SCRN1;RANGAP1;LBR;NUP88;KPNB1;TMEM48;SNUPN;IPO5;RANBP2;EPC1;NUP54;BCL2;NUP50;NUP62;MATR3;IPO7;NUP98;KPNA1;PRICKLE1;SUMO1
MICROTUBULE_BINDING	0.47584374903755067	3.3901948609769246	0.017679558011049725	0.09102410662043758	33	32	TPPP;KIF5B;MAPRE1;HTT;UXT;CLIP1;KATNA1;TUBGCP6;CLASP1;MAP1S;POLB;RAE1;DCX;CCDC88A;TARDBP;CDK5RAP2;ATG4C;NDE1;ATG4A;MAPT;CEP290;ATG4D;ARHGEF2;PRNP;HOOK3;CLASP2;TUBGCP5;APC;DYNC1I1;BIRC5;MARK4;LRPPRC	TPPP;KIF5B;MAPRE1;HTT;UXT;CLIP1;KATNA1;TUBGCP6;CLASP1
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.6262720766170892	3.3828369618154897	0.010319917440660475	0.09104704126031163	17	16	PYCR1;ASNS;PSPH;GOT1;OAT;GLUL;GOT2;PSAT1;GLS;ALDH18A1;PHGDH;GLS2;CCBL1;GPT;GLUD1;GPT2	PYCR1;ASNS;PSPH;GOT1;OAT
