Term	es	nes	pval	fdr	geneset_size	matched_size	genes	ledge_genes
EXTRACELLULAR_REGION	0.1706108276961102	1.8255082377801917	0.8008898776418243	0.7095216758150705	447	435	KDSR;LTBP2;LAMB1;VWF;GHRL;RNH1;PLA2G7;FSTL1;CRISP3;COMP;YARS;KAL1;CTGF;IL13RA2;PLA2G2A;COPA;MGP;C5;PSAP;APOD;CHI3L1;LAMB2;ADM;PLTP;SLIT1;NID2;IL27;SFTPD;PLA2R1;SST;PRSS8;SGCB;LGALS3BP;COL6A3;COL10A1;FBLN5;RNASE3;CCL22;TAC3;FBN2;NUCB1;FCN3;MYOC;ERAP1;RNASET2;IL12A;RAB35;COL9A2;CRISP2;LOXL2;FKTN;COL7A1;ERBB2IP;CCL28;APP;LAMC1;HDGF;TFRC;COL16A1;DMD;GLA;TPT1;ANGPTL4;MMP7;SFRP4;COL3A1;COL8A1;IL1RN;MMP11;CD248;ECM1;SNTG1;SFRP5;PLA2G2D;MFNG;GRP;USH2A;DKK2;FLT1;CHAD;SCRG1;IL1B;INHBA;RTN3;TMPRSS11D;DSPP;MATN1;MAGEE1;FBLN1;FGF17;CXCL2;PI3;IL17A;CCL20;WNT5A;DKK3;FRZB;SFRP1;EFEMP2;KLK6;GREM1;INSL3;PCSK5;AMY2A;PNOC;HPX;SERPINA1;AGRN;F7;COL18A1;IDE;RNASE6;APOL1;CLEC11A;KLK4;PDZD2;AKR1B1;ANGPTL1;PAPPA;PRR4;SEMA3E;PTN;VEGFA;MIF;KLK5;CTF1;MMP3;EGFL6;LCAT;COL4A3;SOD1;FGF10;F2;PLA2G3;SLIT2;PGC;PPT1;PRSS2;SDF2;C2;CCL4;SCG2;MEP1A;SSPN;S100A7;KLK13;APOE;IL9R;MEPE;FGF3;CABP4;PRSS3;TCN2;LYZ;FGL2;FGB;ERBB2;KIRREL3;SEMG1;IL20;HYAL1;FXYD6;WNT2B;IL17C;IL26;IL12B;RNASE2;APOA1;IL8;SHH;ODZ1;RBP4;F13A1;COL4A4;PVR;SERPINA5;ACE2;SNTG2;UTS2;DKKL1;SNTB1;CFP;COLQ;SRGN;TFPI2;INHBC;CCL14;TFF3;DGCR6;MIA;TGFB1;MATN4;CETP;CP;IMPG1;FGF5;CFHR3;RS1;PTX3;DST;IK;LTBP4;ATG4C;EFEMP1;PCSK1N;MEP1B;LGALS7;FGF20;SMC3;CD5L;FGF12;LPL;COL1A2;QSOX1;FGG;LAMA2;IL15;PROK2;IFNA7;COL5A2;UTP11L;SPINK5;WFDC2;TGFB2;PLA2G2E;LAMA4;MUC2;OSM;SEMA3A;PCSK9;GDF15;TNXB;ACHE;GSN;COL5A1;CPA1;PNLIPRP2;FGF2;NPY;CXCL3;CKLF;C19orf24;IL7;SPACA3;APOA2;IL5RA;SGCG;PLA2G5;MMP10;INHA;APLP1;SCGB1D2;ATRN;HBEGF;ANGPT2;CCL15;KLK10;PLA2G10;TNFAIP2;PRH2;PRELP;NOG;IL6R;SPINT1;KL;FGL1;SGCA;MBL2;CCL1;APCS;SLIT3;LUM;DNASE1;ORM1;COL4A5;C1QB;GPHA2;IL18BP;IGFALS;EFNA5;ADAMTS13;REG3A;OPTC;IL3;EDN1;SPN;GDNF;PGCP;FBN1;FGF6;MMP8;FSTL3;NPPB;AMTN;INHBB;HAPLN1;COL15A1;ASIP;MMP2;SCUBE1;FGA;NDP;LBP;DMBT1;DCD;IL18;AMH;TAC1;IGFBP1;EBI3;PCSK2;INSL4;DMP1;VCAN;PTGDS;EMILIN2;EPO;KLK8;ADAMTS9;ECM2;FGFBP1;SERPINF1;PRG2;SMR3B;CSF3;HTRA1;IL16;SEMA3F;COL25A1;IL29;SFN;COL13A1;IL6;IL2;LALBA;AREG;ORM2;LAMA3;CHI3L2;LOXL1;CDH13;FMOD;EREG;FGF21;SERPINA7;APOA1BP;LECT2;CALCA;SPINT2;COL11A1;PNLIPRP1;APOA5;ANGPTL3;MMP13;SGCE;ODAM;POSTN;PTHLH;WFDC12;SCGB1D1;LGALS8;LEP;LOXL3;A1BG;COL9A3;CEACAM8;GNLY;CPN1;FGF9;NUCB2;MUC5AC;COL9A1;CXCL1;ANGPTL2;IL5;MMP9;CRLF1;COL5A3;TGFBI;MMP20;GPC1;DLK1;CDA;CPB2;CFHR1;SNTB2;ADAMTS5;GPX3;CCL13;CAV3;FIGF;IMPG2;CCL2;SGCD;CTRL;HABP2;CARTPT;TNFRSF11B;VTN;SEMG2;FGF18;IL1A;SPG7;FJX1;IFI30;CCL7;CYTL1;CXCL9;RNPEP;EGFL7;IL32;VWC2;ANG;FBLN2;AGGF1;SECTM1;REN;CX3CL1;IFNAR2;C1QA;MATN3;AFM;LIPE;CRISP1;PLA2G4B;C8A;THBS4;COL4A2;FGF4;TINAG;MSMB;SMR3A;IL4;CFH;PLG	KDSR;LTBP2;LAMB1;VWF;GHRL;RNH1;PLA2G7;FSTL1;CRISP3;COMP;YARS;KAL1;CTGF;IL13RA2;PLA2G2A;COPA;MGP;C5;PSAP;APOD;CHI3L1;LAMB2;ADM;PLTP;SLIT1;NID2;IL27;SFTPD;PLA2R1;SST;PRSS8;SGCB;LGALS3BP;COL6A3;COL10A1;FBLN5;RNASE3;CCL22;TAC3;FBN2;NUCB1;FCN3;MYOC;ERAP1;RNASET2;IL12A;RAB35;COL9A2;CRISP2;LOXL2;FKTN;COL7A1;ERBB2IP;CCL28;APP;LAMC1;HDGF;TFRC;COL16A1;DMD;GLA;TPT1;ANGPTL4;MMP7;SFRP4;COL3A1;COL8A1;IL1RN;MMP11;CD248;ECM1;SNTG1;SFRP5;PLA2G2D;MFNG;GRP;USH2A;DKK2;FLT1;CHAD;SCRG1;IL1B;INHBA;RTN3;TMPRSS11D;DSPP;MATN1;MAGEE1;FBLN1;FGF17;CXCL2;PI3;IL17A;CCL20;WNT5A;DKK3;FRZB;SFRP1;EFEMP2;KLK6;GREM1;INSL3;PCSK5;AMY2A;PNOC;HPX;SERPINA1;AGRN;F7;COL18A1;IDE;RNASE6;APOL1;CLEC11A;KLK4;PDZD2;AKR1B1;ANGPTL1;PAPPA;PRR4;SEMA3E;PTN;VEGFA;MIF;KLK5;CTF1
NEGATIVE_REGULATION_OF_BINDING	0.2918841793384398	1.8256450716746542	0.6117136659436009	0.709923552537596	18	18	SIGIRR;EGLN1;SUMO1;RSF1;FOXP3;ID3;NARFL;CDKN2A;PEX14;FLNA;ID1;PYDC1;NLRP3;COMMD7;CEBPG;MDFI;GTPBP4;ID2	SIGIRR;EGLN1;SUMO1;RSF1;FOXP3;ID3;NARFL;CDKN2A
TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	0.2045960245313565	1.8242658235449933	0.7244094488188977	0.7101637901526018	83	83	LCP2;EPS15;GRB2;AKT1;TGFA;SHC1;NCK2;EPS8;MTSS1;FIBP;ABI1;ERBB3;SIK2;ERBB2IP;GRB10;TDGF1;CEP57;BCAR1;FOXO4;AGRN;EGF;FRS2;EDN2;GFRA2;PXN;ERBB2;INSR;ADRB2;SOCS1;PIK3R3;PTPRG;PTPRT;BAIAP2;FGF5;RPS6KA5;GRB7;SRC;FGFR3;CBL;UTP11L;PTK2B;FLT3;REPS2;FLT4;PICK1;PIK3R1;CNKSR1;RAPGEF1;NTRK1;EGFR;PRLR;MAPK8IP2;KDR;AP3S1;MPZL1;PDPK1;AFAP1L2;IGF2;FOXC2;SHC3;CDH13;EREG;EPGN;NTRK3;NTRK2;GAB1;OTX2;CD3EAP;ROR1;NRTN;PTPRJ;CBLC;DOK1;BDKRB2;FGFR4;SORBS1;TEK;IRS1;FRS3;EFNB3;IGF1R;CD3E;MUSK	LCP2;EPS15;GRB2;AKT1;TGFA;SHC1;NCK2;EPS8;MTSS1;FIBP;ABI1;ERBB3;SIK2;ERBB2IP
POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.22197217548350903	1.8257514747145518	0.6338797814207651	0.7103539761977072	51	51	CADM1;SLA2;CD24;UBE2N;NCK2;ICOSLG;FYN;SART1;IL12A;CD28;LAT2;THY1;BCAR1;TNFSF13;LCK;C2;TRAF2;IL12B;TLR8;CRTAM;TGFB1;NCK1;TGFB2;PTPRC;IL7;SPACA3;CD276;IFNK;MBL2;MIA3;IL18;CD79A;TRAF6;EBI3;IL29;EREG;IL21;ZAP70;MALT1;CD47;MAP3K7;SIRPG;CFHR1;SOCS5;TRAT1;KRT1;NFAM1;CD1D;IKBKG;CD3E;IL4	CADM1;SLA2;CD24;UBE2N;NCK2;ICOSLG;FYN;SART1;IL12A
GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	0.2211531768595965	1.8175080286216803	0.693854748603352	0.7159542656715364	46	46	ARHGEF3;TIAM1;SERGEF;FGD6;RAPGEF2;EIF2B4;SOS1;EIF2B1;TIAM2;FARP2;HERC1;PLCE1;RCC1;CYTH3;EIF2B3;RAPGEF4;TRIO;CYTH2;RAPGEF6;ANKRD27;ARHGEF11;RASGRP4;PREX1;FGD4;CYTH1;RAPGEF5;RAPGEF3;ARHGEF2;NET1;MADD;FGD1;RAPGEFL1;ARHGEF17;DOCK2;RCBTB2;ARHGEF1;ALS2;FARP1;CYTH4;FGD2;EIF2B2;EIF2B5;KALRN;PREX2;FGD5;GBF1	ARHGEF3;TIAM1;SERGEF;FGD6;RAPGEF2;EIF2B4;SOS1;EIF2B1
REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	0.28983639380793635	1.811529045223561	0.6580427446569179	0.7210269035879625	15	15	CADM1;IL12A;FOXP3;NCR1;TRAF2;IL12B;CRTAM;APOBEC3F;IL28RA;PTPRC;APOBEC3G;TRAF6;MALT1;TARBP2;MAP3K7	CADM1;IL12A
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.27193433921476207	1.8095465176529697	0.664785553047404	0.7217691981284592	23	23	NCBP2;SUPT4H1;POLR2D;CTDP1;POLR2C;POLR2J;GTF2F1;WHSC2;NCBP1;RDBP;POLR2L;POLR2F;POLR2G;POLR2H;COBRA1;POLR2A;SUPT5H;POLR2E;POLR2B;POLR2I;TH1L;GTF2F2;POLR2K	NCBP2;SUPT4H1;POLR2D;CTDP1;POLR2C;POLR2J
NUCLEOBASENUCLEOSIDENUCLEOTIDE_KINASE_ACTIVITY	0.2661825954438245	1.8100718981095467	0.6273022751895991	0.7218072594188136	25	25	DTYMK;TK2;NME5;AK1;NME6;DLG1;DGUOK;MPP1;MPP3;CASK;AK2;NME2;TK1;N4BP2;NME4;AK5;PNKP;GUK1;ADK;DCK;NME1;MPP2;TJP2;DLG2;CMPK1	DTYMK;TK2;NME5;AK1;NME6;DLG1;DGUOK;MPP1
MEMBRANE_FUSION	0.25560766422121817	1.8039067636493904	0.6482910694597575	0.7265549373564217	28	28	NAPA;STX6;NPLOC4;EEA1;RABIF;ADAM2;OTOF;NAPG;GCA;LRMP;IZUMO1;SNAP23;RABEP1;CD9;BNIP1;CACNA1H;ATG7;KCNH1;VAPA;VTI1B;STAP1;VPS4B;GOSR2;STX11;ADAM12;SNAP29;VAMP3;CRISP1	NAPA;STX6;NPLOC4;EEA1;RABIF
BIOCARTA_INSULIN_PATHWAY	0.2677846803948031	1.8018687369319322	0.6666666666666666	0.727860627750375	22	22	GRB2;SHC1;HRAS;PTPN11;SOS1;CSNK2A1;ELK1;JUN;PIK3CA;INSR;RAF1;FOS;PIK3CG;PIK3R1;MAPK3;MAPK8;SRF;MAP2K1;INS;IRS1;SLC2A4;RASA1	GRB2;SHC1;HRAS;PTPN11;SOS1;CSNK2A1
EXTRACELLULAR_REGION_PART	0.17820010333932304	1.797262119619118	0.7475516866158868	0.7316218047711759	338	332	KDSR;LTBP2;LAMB1;GHRL;RNH1;FSTL1;COMP;YARS;KAL1;CTGF;IL13RA2;COPA;MGP;C5;PSAP;APOD;CHI3L1;LAMB2;ADM;SLIT1;NID2;IL27;PLA2R1;SST;PRSS8;SGCB;LGALS3BP;COL6A3;COL10A1;FBLN5;CCL22;TAC3;FBN2;NUCB1;FCN3;MYOC;IL12A;RAB35;COL9A2;CRISP2;LOXL2;FKTN;COL7A1;ERBB2IP;LAMC1;HDGF;COL16A1;DMD;TPT1;MMP7;SFRP4;COL3A1;COL8A1;IL1RN;MMP11;CD248;ECM1;SNTG1;SFRP5;MFNG;GRP;USH2A;DKK2;FLT1;CHAD;SCRG1;IL1B;INHBA;RTN3;DSPP;MATN1;MAGEE1;FBLN1;FGF17;CXCL2;PI3;IL17A;CCL20;WNT5A;DKK3;SFRP1;EFEMP2;GREM1;PCSK5;AMY2A;HPX;SERPINA1;AGRN;COL18A1;IDE;APOL1;AKR1B1;ANGPTL1;PRR4;SEMA3E;PTN;VEGFA;KLK5;MMP3;EGFL6;LCAT;COL4A3;SOD1;FGF10;F2;PLA2G3;PGC;PRSS2;SDF2;C2;CCL4;SCG2;MEP1A;SSPN;IL9R;MEPE;PRSS3;TCN2;LYZ;FGL2;FGB;SEMG1;HYAL1;FXYD6;WNT2B;IL17C;IL26;IL12B;APOA1;IL8;SHH;RBP4;COL4A4;PVR;SNTG2;UTS2;DKKL1;SNTB1;CFP;COLQ;SRGN;TFPI2;CCL14;DGCR6;MIA;TGFB1;CETP;CP;IMPG1;FGF5;CFHR3;RS1;DST;IK;LTBP4;EFEMP1;PCSK1N;MEP1B;LGALS7;SMC3;CD5L;FGF12;COL1A2;QSOX1;FGG;LAMA2;IL15;COL5A2;UTP11L;WFDC2;LAMA4;MUC2;OSM;PCSK9;TNXB;COL5A1;CPA1;FGF2;NPY;CXCL3;C19orf24;APOA2;IL5RA;SGCG;MMP10;INHA;APLP1;SCGB1D2;ATRN;HBEGF;ANGPT2;CCL15;TNFAIP2;PRH2;PRELP;NOG;KL;FGL1;SGCA;MBL2;CCL1;APCS;SLIT3;LUM;ORM1;COL4A5;C1QB;IGFALS;EFNA5;ADAMTS13;REG3A;OPTC;IL3;EDN1;SPN;PGCP;FBN1;MMP8;FSTL3;AMTN;HAPLN1;COL15A1;ASIP;MMP2;SCUBE1;FGA;NDP;LBP;AMH;TAC1;IGFBP1;EBI3;PCSK2;INSL4;DMP1;VCAN;EPO;KLK8;ADAMTS9;ECM2;FGFBP1;SMR3B;CSF3;HTRA1;IL16;SEMA3F;COL25A1;SFN;COL13A1;IL6;LALBA;AREG;ORM2;LAMA3;CHI3L2;CDH13;FMOD;EREG;SERPINA7;LECT2;CALCA;COL11A1;APOA5;ANGPTL3;MMP13;SGCE;ODAM;POSTN;PTHLH;WFDC12;SCGB1D1;LGALS8;LEP;COL9A3;CEACAM8;GNLY;CPN1;FGF9;NUCB2;MUC5AC;COL9A1;CXCL1;ANGPTL2;IL5;MMP9;CRLF1;COL5A3;TGFBI;MMP20;GPC1;DLK1;CPB2;CFHR1;SNTB2;ADAMTS5;GPX3;CCL13;CAV3;FIGF;IMPG2;CCL2;SGCD;CTRL;HABP2;CARTPT;VTN;SEMG2;FGF18;IL1A;SPG7;FJX1;CCL7;CYTL1;CXCL9;IL32;VWC2;ANG;FBLN2;SECTM1;REN;C1QA;MATN3;LIPE;CRISP1;C8A;THBS4;COL4A2;TINAG;MSMB;IL4;CFH;PLG	KDSR;LTBP2;LAMB1;GHRL;RNH1;FSTL1;COMP;YARS;KAL1;CTGF;IL13RA2;COPA;MGP;C5;PSAP;APOD;CHI3L1;LAMB2;ADM;SLIT1;NID2;IL27;PLA2R1;SST;PRSS8;SGCB;LGALS3BP;COL6A3;COL10A1;FBLN5;CCL22;TAC3;FBN2;NUCB1;FCN3;MYOC;IL12A;RAB35;COL9A2;CRISP2;LOXL2;FKTN;COL7A1;ERBB2IP;LAMC1;HDGF;COL16A1;DMD;TPT1;MMP7;SFRP4;COL3A1;COL8A1;IL1RN;MMP11;CD248;ECM1;SNTG1;SFRP5;MFNG;GRP;USH2A;DKK2;FLT1;CHAD;SCRG1;IL1B;INHBA;RTN3;DSPP;MATN1;MAGEE1;FBLN1;FGF17;CXCL2;PI3;IL17A;CCL20;WNT5A;DKK3;SFRP1;EFEMP2;GREM1;PCSK5
DNA_DEPENDENT_DNA_REPLICATION	0.23032610962208522	1.796389386394223	0.6271551724137931	0.7318839510432645	56	50	CDK2AP1;ATR;RPA2;RFC4;NBN;PMS2;S100A11;REV3L;POLA1;MUTYH;POLB;CDC6;EXO1;MSH2;CCDC88A;ABL1;RAD51;PURA;RAD9A;MSH5;RPA4;RFC3;TP73;CDT1;NF2;GMNN;TFAM;PRIM1;MCM3;TIPIN;PRKCG;HMGB2;RPAIN;GLI1;EREG;POLG2;GLI2;RAD17;PRIM2;RPA1;CDK2;PMS1;TSPYL2;GTPBP4;WRNIP1;ENPP7;MLH1;MSH3;RFC1;MSH6	CDK2AP1;ATR;RPA2;RFC4;NBN;PMS2;S100A11
CARBON_CARBON_LYASE_ACTIVITY	0.2989506760017455	1.7942443425814054	0.5336008024072216	0.7332967726789748	18	18	HACL1;DDC;AMD1;UROD;ODC1;MVD;GGCX;UMPS;ACMSD;GAD1;ALDOC;MLYCD;HDC;PCK1;BCKDHA;ALDOB;ALDOA;BCKDHB	HACL1;DDC;AMD1;UROD;ODC1;MVD;GGCX
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.2162159926346857	1.7901705709877902	0.6812080536912751	0.7359429542426784	100	93	GSK3A;ADCY6;PRKACA;GRB2;PRKAR2A;ADCY3;AKT1;KRAS;SHC1;ADCY4;AKT2;NRAS;CALM2;HRAS;RICTOR;SOS1;CREB1;BAD;FGFR2;ADCY9;CASP9;FGF17;FOXO4;PTEN;TRIB3;FRS2;AKT1S1;FGF10;FGF8;FGF1;FGF3;KLB;PIK3CA;PRKACG;CHUK;CAMK4;FGFR1;MAPKAP1;FOXO1;THEM4;FGF7;RAF1;FGF5;PRKAR1A;LOC729120;FGF20;ADRBK1;FGFR3;FGF2;ADCY5;MDM2;PLCG1;KL;PRKCD;MAP2K2;PIK3R1;PRKCA;MAPK3;FGF6;PRKACB;MAPK1;ADCY1;CDKN1B;ITPR3;PRKCG;ADCY8;PDPK1;CALM3;RPS6KB2;PDE1B;FGF22;NR4A1;ADCY7;MAP2K1;GAB1;FOXO3;PDE1A;FGF9;ITPR2;ADCY2;PRKAR2B;FGF19;PRKCE;FGF23;TSC2;FGF18;FGFR4;FRS3;YWHAB;CALM1;CDKN1A;FGF4;AKT3	GSK3A;ADCY6;PRKACA;GRB2;PRKAR2A;ADCY3;AKT1;KRAS;SHC1;ADCY4;AKT2;NRAS;CALM2;HRAS;RICTOR;SOS1;CREB1;BAD;FGFR2;ADCY9
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.18370528750930895	1.7903469300196075	0.7836919592298981	0.7363418813705205	137	136	NCALD;AP2S1;GNG5;ADCY6;GNB5;PLCB2;RPS6KA2;CAMK2B;CAMK2D;ADCY3;RRAS;ADCY4;RPS6KA3;GNG12;CALM2;GNG4;GRIN2B;HRAS;CREB1;ADCY9;CHRNB4;DLG1;CHRNG;BRAF;CHRNA4;GNB4;GABRG2;GRIA2;CHRNA1;GRIK1;GRIA1;GABRA3;GABRB2;AP2M1;NEFL;CHRND;GNG7;CHRNA5;CHRNA2;GABRA5;KCNJ5;GABRB1;CAMK4;GNB1;GABRA1;CHRFAM7A;AKAP9;KCNJ10;GRIK3;GABBR2;GABRB3;CHRNA6;RAF1;GNG13;CHRNA9;GRIN2A;DLG3;AP2A1;GABRR2;GABBR1;KCNJ6;GRIP2;ADCY5;GRIK4;CACNG3;MDM2;GNG2;KCNJ16;ARHGEF9;PICK1;KCNJ2;MYO6;CHRNE;GRIA3;KCNJ4;PLCB3;KCNJ15;PRKCA;PRKCB;GNAI3;CHRNA7;RPS6KA6;PRKACB;GNG3;KCNJ12;PLCB1;AP2A2;MAPK1;CHRNB3;RASGRF1;AP2B1;ADCY1;GABRR1;CHRNA3;PRKCG;ADCY8;PDPK1;LOC651907;CALM3;GABRA4;GRIN1;GRIA4;CACNG4;GNG8;GNG11;RPS6KA1;GNB2;GNG10;ADCY7;GNAL;GABRG3;RASGRF2;GRIN2D;NSF;GABRA2;AKAP5;EPB41L1;CAMKK1;GNAI2;CACNG8;GNB3;ADCY2;GNGT2;CAMK2A;GRIK5;GNGT1;GABRA6;GNAI1;CHRNB2;GRIK2;KCNJ3;GRIN2C;KCNJ9;CALM1;ACTN2;CACNG2	NCALD;AP2S1;GNG5;ADCY6;GNB5;PLCB2;RPS6KA2;CAMK2B;CAMK2D;ADCY3;RRAS;ADCY4;RPS6KA3;GNG12;CALM2;GNG4;GRIN2B;HRAS
KEGG_ALLOGRAFT_REJECTION	0.2486987723054377	1.788709174627066	0.6278563656147987	0.7367700724227001	38	34	HLA-DOA;HLA-DMB;HLA-C;IL12A;HLA-B;CD28;HLA-DPA1;FASLG;HLA-DRA;HLA-DQA2;IFNG;IL12B;HLA-DOB;IL10;HLA-DRB4;HLA-A;HLA-F;PRF1;HLA-DRB5;FAS;CD86;HLA-E;HLA-DMA;IL2;CD40;HLA-DPB1;CD40LG;HLA-DQA1;GZMB;CD80;IL5;HLA-DRB1;TNF;IL4	HLA-DOA;HLA-DMB;HLA-C;IL12A;HLA-B;CD28;HLA-DPA1
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.26092913864641376	1.7838147846603378	0.6790123456790124	0.7407693617160355	26	26	POU2F1;SNAPC4;POLR3C;POLR3K;POLR3GL;POLR2L;POLR2F;POLR1D;POLR3D;POLR3E;POLR3F;SNAPC3;POLR3A;SNAPC5;TBP;BRF2;POLR2H;SNAPC1;POLR3H;SNAPC2;POLR2E;ZNF143;POLR3B;LZTS1;POLR1C;POLR2K	POU2F1;SNAPC4;POLR3C;POLR3K
KEGG_MTOR_SIGNALING_PATHWAY	0.24712849227898087	1.7827752571736437	0.6253968253968254	0.7411942821020877	52	49	ULK3;RPS6KA2;AKT1;PIK3CB;STRADA;EIF4E;EIF4E2;RPS6KA3;AKT2;RHEB;RICTOR;RPS6KB1;BRAF;RPS6;TSC1;VEGFA;PIK3R5;IGF1;PGF;ULK2;EIF4B;PIK3CA;PIK3R3;CAB39L;PIK3CG;EIF4EBP1;DDIT4;PIK3R1;CAB39;MAPK3;RPS6KA6;EIF4E1B;MAPK1;PDPK1;PRKAA1;VEGFB;RPS6KB2;PIK3CD;ULK1;RPS6KA1;PRKAA2;INS;FIGF;TSC2;PIK3R2;HIF1A;VEGFC;STK11;AKT3	ULK3;RPS6KA2;AKT1;PIK3CB;STRADA;EIF4E;EIF4E2;RPS6KA3;AKT2;RHEB;RICTOR
MONOOXYGENASE_ACTIVITY	0.24891078364599006	1.7813165850172468	0.6382070437566703	0.7419854478534484	31	29	CYP39A1;CYP1B1;CYP7B1;CYP3A4;CYP2A6;CYP2C18;CYP11B1;TYR;TH;CYP8B1;CYP4F3;KMO;CYP11B2;CYP2J2;NOS3;CYP26A1;CYP4F8;NOS1;FMO1;CYP4A11;DOHH;CYP27A1;CYP4F2;FMO2;CYP19A1;CYP17A1;CYP46A1;NOS2;PAH	CYP39A1;CYP1B1;CYP7B1;CYP3A4;CYP2A6;CYP2C18;CYP11B1;TYR;TH
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	0.26196780815594606	1.7781338450273145	0.6854304635761589	0.7444838561503823	21	21	EXOC8;KIF5B;LOC644556;EXOC2;ERO1L;MYO5A;EXOC5;EXOC3;STX1A;VAMP2;SLC30A7;EXOC1;PCSK1;CPE;PCSK2;EXOC4;SLC30A5;RAB27A;INS;EXOC6;SNAP25	EXOC8;KIF5B
BEHAVIOR	0.19481268649472333	1.7770688040773583	0.7249190938511327	0.744958146487727	153	149	CXCL14;CXCR4;CCL3;GHRL;RALBP1;KAL1;ITGB2;PIK3CB;HTT;C5;CXCL11;CCL19;SFTPD;CCL5;FYN;CCL22;GCG;NPY2R;CCR3;HRAS;CCL28;CRHBP;IL1RAPL1;NMUR2;GALR3;CCL11;NOVA1;CXCL12;CX3CR1;DLG4;CXCL2;CCL20;PYY;MCHR1;CXCL13;CCR4;PLD1;LTB4R2;CCL21;SOD1;SLIT2;CNR1;CCL25;SCG2;GALR2;APOE;CCL8;DEFA1;MAOA;OPRK1;RNASE2;IL8;S100B;PPYR1;CXCL6;OBP2B;TAS2R5;CCL16;CCR6;XCR1;IL10;CCRL1;PROK2;DEFB1;UBR3;TGFB2;FOSB;CCR2;PLAUR;FGF2;NPY;FOSL1;TRPV1;TACR1;AGRP;CKLF;CXCL10;CCKBR;XCL1;HCRTR1;CCL15;CCL27;CNR2;CCL18;CCL23;CCL1;CASR;NF1;GHSR;CMKLR1;SAA1;MAPK14;PMCH;SPN;CRH;PF4;DYNLRB1;PLAU;CCKAR;SYK;HPRT1;OPRM1;MAPK1;PTAFR;DOCK2;FPR1;PTGDS;ADCY8;KLK8;VLDLR;CXCR3;CCR5;CDH13;LECT2;HCRTR2;HTR2C;MAP2K1;ACSL4;CCR8;LEP;DRD3;ZIC1;CCL17;CXCL1;RALA;BRS3;AGTR2;MTNR1A;MC4R;CCL26;TAS2R1;CCL13;CCL24;HTR1A;CCL2;CARTPT;CXCL5;CCL7;NPW;CXCL9;CX3CL1;FPR2;CCR7;CCR9;ABAT;C5AR1;CCBP2;CCRL2;IL4	CXCL14;CXCR4;CCL3;GHRL;RALBP1;KAL1;ITGB2;PIK3CB;HTT;C5;CXCL11;CCL19;SFTPD;CCL5;FYN;CCL22;GCG;NPY2R;CCR3;HRAS;CCL28;CRHBP
BIOCARTA_CCR5_PATHWAY	0.31077509977056084	1.7755584929515469	0.6012793176972282	0.7458940546035528	20	17	CXCR4;GNAQ;CALM2;CXCL12;JUN;CCL4;FOS;PTK2B;PLCG1;PRKCA;MAPK14;PRKCB;MAPK8;CALM3;CCR5;CCL2;CALM1	CXCR4;GNAQ;CALM2
